,author,authorData,downloads,gated,id,lastModified,likes,pipeline_tag,private,repoType,isLikedByUser,sizes,min_size,max_size,trending,mined_date
15,jinaai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/603763514de52ff951d89793/AFoybzd5lpBQXEBrQHuTt.png', 'fullname': 'Jina AI', 'name': 'jinaai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",30604,False,jinaai/jina-embeddings-v2-base-de,2024-04-26T07:35:44.000Z,57,feature-extraction,False,model,False,641MB | 321MB | 162MB,169869312.0,672137216.0,16,24-06-2024
16,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/colbertv2.0,2024-06-12T14:51:57.000Z,5,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,17,24-06-2024
17,nomic-ai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/641f01fe6d51620635e118e9/wy0ax27ok1-uHWoUAHSEs.png', 'fullname': 'Nomic AI', 'name': 'nomic-ai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",9239,False,nomic-ai/nomic-embed-text-v1-unsupervised,2024-05-02T15:36:53.000Z,10,sentence-similarity,False,model,False,548MB | 138MB,144703488.0,574619648.0,18,24-06-2024
18,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",390,False,Xenova/bge-m3,2024-03-21T12:27:12.000Z,19,feature-extraction,False,model,False,607kB | 1.13GB | 570MB,621568.0,1213328261.12,19,24-06-2024
19,mixedbread-ai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/643ee0870d1194da249bd7fe/voYdYlFgQH5vyMwyMNluZ.png', 'fullname': 'mixedbread ai', 'name': 'mixedbread-ai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",7289,False,mixedbread-ai/mxbai-embed-2d-large-v1,2024-04-04T21:36:56.000Z,32,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,20,24-06-2024
20,Snowflake,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/64ba2f59a6ccf0f64b4ad254/eTDA37yFwUVP45c1WTSs2.png', 'fullname': 'Snowflake', 'name': 'Snowflake', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",19049,False,Snowflake/snowflake-arctic-embed-m-long,2024-05-10T15:50:08.000Z,28,sentence-similarity,False,model,False,548MB | 158MB | 274MB | 138MB | 165MB | 138MB | 138MB,144703488.0,574619648.0,21,24-06-2024
21,Snowflake,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/64ba2f59a6ccf0f64b4ad254/eTDA37yFwUVP45c1WTSs2.png', 'fullname': 'Snowflake', 'name': 'Snowflake', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",35866,False,Snowflake/snowflake-arctic-embed-s,2024-05-10T15:50:55.000Z,11,sentence-similarity,False,model,False,133MB | 60.1MB | 66.7MB | 34MB | 61.4MB | 34MB | 34MB,35651584.0,139460608.0,22,24-06-2024
22,jinaai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/603763514de52ff951d89793/AFoybzd5lpBQXEBrQHuTt.png', 'fullname': 'Jina AI', 'name': 'jinaai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",6696,False,jinaai/jina-reranker-v1-turbo-en,2024-06-20T06:50:44.000Z,37,text-classification,False,model,False,151MB | 103MB | 75.8MB | 38.3MB | 104MB | 38.3MB | 38.3MB,40160460.8,158334976.0,23,24-06-2024
23,jinaai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/603763514de52ff951d89793/AFoybzd5lpBQXEBrQHuTt.png', 'fullname': 'Jina AI', 'name': 'jinaai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",2448,False,jinaai/jina-reranker-v1-tiny-en,2024-06-20T06:50:01.000Z,11,text-classification,False,model,False,132MB | 99.9MB | 66.3MB | 33.4MB | 101MB | 33.4MB | 33.4MB,35022438.4,138412032.0,24,24-06-2024
24,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",0,False,Xenova/paraphrase-albert-small-v2,2024-03-21T12:03:05.000Z,0,feature-extraction,False,model,False,44.6MB | 22.4MB | 39.7MB,23488102.4,46766489.6,25,24-06-2024
25,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",0,False,Xenova/paraphrase-albert-base-v2,2024-03-21T12:03:10.000Z,0,feature-extraction,False,model,False,44.7MB | 22.7MB | 40MB,23802675.2,46871347.2,26,24-06-2024
26,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/squeezebert-uncased,2024-03-21T12:03:18.000Z,0,feature-extraction,False,model,False,202MB | 101MB | 51.2MB,53687091.2,211812352.0,27,24-06-2024
27,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",0,False,Xenova/squeezebert-mnli,2024-03-21T12:03:25.000Z,0,feature-extraction,False,model,False,202MB | 101MB | 51.3MB,53791948.8,211812352.0,28,24-06-2024
28,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",0,False,Xenova/all-distilroberta-v1,2024-03-15T03:16:50.000Z,0,feature-extraction,False,model,False,326MB | 163MB | 82.1MB,86088089.6,341835776.0,29,24-06-2024
29,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",2,False,Xenova/paraphrase-multilingual-MiniLM-L12-v2,2024-03-12T01:21:35.000Z,8,feature-extraction,False,model,False,470MB | 235MB | 118MB,123731968.0,492830720.0,30,24-06-2024
30,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",2,False,Xenova/paraphrase-MiniLM-L6-v2,2024-03-12T01:21:47.000Z,0,feature-extraction,False,model,False,90.4MB | 45.3MB | 23MB,24117248.0,94791270.4,31,24-06-2024
31,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",7,False,Xenova/all-mpnet-base-v2,2024-03-15T03:17:18.000Z,1,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,32,24-06-2024
32,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/all-roberta-large-v1,2024-03-15T03:18:56.000Z,0,feature-extraction,False,model,False,1.42GB | 709MB | 357MB,374341632.0,1524713390.08,33,24-06-2024
33,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/bert-base-nli-mean-tokens,2024-03-12T01:22:17.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,34,24-06-2024
34,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",2,False,Xenova/distilbert-base-nli-mean-tokens,2024-03-21T12:03:34.000Z,0,feature-extraction,False,model,False,266MB | 133MB | 66.9MB,70149734.4,278921216.0,35,24-06-2024
35,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",2,False,Xenova/distilbert-base-nli-stsb-mean-tokens,2024-03-21T12:03:42.000Z,0,feature-extraction,False,model,False,266MB | 133MB | 66.9MB,70149734.4,278921216.0,36,24-06-2024
36,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",64,False,Xenova/distiluse-base-multilingual-cased-v1,2024-03-21T12:03:59.000Z,0,feature-extraction,False,model,False,539MB | 270MB | 135MB,141557760.0,565182464.0,37,24-06-2024
37,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",3381,False,Xenova/distiluse-base-multilingual-cased-v2,2024-03-21T12:04:16.000Z,2,feature-extraction,False,model,False,539MB | 270MB | 135MB,141557760.0,565182464.0,38,24-06-2024
38,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",2,False,Xenova/msmarco-distilbert-base-v4,2024-03-21T12:04:25.000Z,0,feature-extraction,False,model,False,266MB | 133MB | 66.9MB,70149734.4,278921216.0,39,24-06-2024
39,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",2,False,Xenova/multi-qa-MiniLM-L6-cos-v1,2024-03-12T01:22:25.000Z,2,feature-extraction,False,model,False,90.4MB | 45.3MB | 23MB,24117248.0,94791270.4,40,24-06-2024
40,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",2,False,Xenova/multi-qa-distilbert-cos-v1,2024-03-15T03:19:15.000Z,0,feature-extraction,False,model,False,266MB | 133MB | 66.9MB,70149734.4,278921216.0,41,24-06-2024
41,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/multi-qa-mpnet-base-cos-v1,2024-03-15T03:19:47.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,42,24-06-2024
42,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",2,False,Xenova/multi-qa-mpnet-base-dot-v1,2024-03-15T03:20:16.000Z,1,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,43,24-06-2024
43,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/nli-mpnet-base-v2,2024-03-21T12:04:38.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,44,24-06-2024
44,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",2,False,Xenova/paraphrase-MiniLM-L3-v2,2024-03-12T01:22:32.000Z,0,feature-extraction,False,model,False,69MB | 34.6MB | 17.5MB,18350080.0,72351744.0,45,24-06-2024
45,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/paraphrase-mpnet-base-v2,2024-03-21T12:04:52.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,46,24-06-2024
46,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1699,False,Xenova/paraphrase-multilingual-mpnet-base-v2,2024-03-21T12:05:28.000Z,2,feature-extraction,False,model,False,1.11GB | 555MB | 279MB,292552704.0,1191853424.64,47,24-06-2024
47,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",2,False,Xenova/xlm-r-100langs-bert-base-nli-stsb-mean-tokens,2024-03-21T12:06:02.000Z,0,feature-extraction,False,model,False,1.11GB | 555MB | 279MB,292552704.0,1191853424.64,48,24-06-2024
48,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",2,False,Xenova/all-MiniLM-L12-v2,2024-03-12T01:22:43.000Z,3,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,49,24-06-2024
49,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/scibert_scivocab_uncased,2024-03-12T01:23:14.000Z,0,feature-extraction,False,model,False,438MB | 219MB | 111MB,116391936.0,459276288.0,50,24-06-2024
50,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",2,False,Xenova/spanbert-large-cased,2024-03-12T01:25:46.000Z,0,feature-extraction,False,model,False,1.33GB | 666MB | 335MB,351272960.0,1428076625.92,51,24-06-2024
51,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",2,False,Xenova/spanbert-base-cased,2024-03-12T01:26:18.000Z,0,feature-extraction,False,model,False,431MB | 216MB | 109MB,114294784.0,451936256.0,52,24-06-2024
52,sdan,"{'avatarUrl': '/avatars/d0eaf646e2d69def5ce1a549fbccf8c0.svg', 'fullname': 'sdan', 'name': 'sdan', 'type': 'user', 'isPro': False, 'isHf': False, 'isMod': False}",0,False,sdan/simple-embeddings,2023-06-14T23:42:54.000Z,0,feature-extraction,False,model,False,90.4MB | 23MB,24117248.0,94791270.4,53,24-06-2024
53,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",2,False,Xenova/sentence_bert,2024-03-12T01:26:51.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,54,24-06-2024
54,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/e5-small-v2,2024-03-12T01:27:02.000Z,3,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,55,24-06-2024
55,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/SapBERT-from-PubMedBERT-fulltext,2024-03-12T01:27:31.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,56,24-06-2024
56,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",0,False,Xenova/indobert-base-p1,2024-03-12T01:28:05.000Z,0,feature-extraction,False,model,False,496MB | 248MB | 125MB,131072000.0,520093696.0,57,24-06-2024
